generations,edit_rate,iteration,site_edit_frac
93,0.025,1,0.9
94,0.025,1,0.9
95,0.025,1,0.9
96,0.022,1,0.9
97,0.022,1,0.9
98,0.022,1,0.9
99,0.023,1,0.9
100,0.023,1,0.9
2,0.28400000000000003,2,0.5
3,0.221,2,0.5
4,0.158,2,0.5
5,0.13,2,0.5
6,0.106,2,0.5
7,0.1,2,0.5
8,0.08,2,0.5
9,0.074,2,0.5
10,0.068,2,0.5
11,0.065,2,0.5
12,0.056,2,0.5
13,0.055,2,0.5
14,0.049,2,0.5
15,0.047,2,0.5
16,0.037,2,0.5
17,0.04,2,0.5
18,0.04,2,0.5
19,0.038,2,0.5
20,0.035,2,0.5
21,0.033,2,0.5
22,0.036000000000000004,2,0.5
23,0.032,2,0.5
24,0.032,2,0.5
25,0.028,2,0.5
26,0.026000000000000002,2,0.5
27,0.027,2,0.5
28,0.023,2,0.5
29,0.024,2,0.5
30,0.024,2,0.5
31,0.023,2,0.5
32,0.02,2,0.5
33,0.021,2,0.5
34,0.021,2,0.5
35,0.019,2,0.5
36,0.019,2,0.5
37,0.019,2,0.5
38,0.019,2,0.5
39,0.018000000000000002,2,0.5
40,0.018000000000000002,2,0.5
41,0.018000000000000002,2,0.5
42,0.017,2,0.5
43,0.017,2,0.5
44,0.016,2,0.5
45,0.016,2,0.5
46,0.016,2,0.5
47,0.015,2,0.5
48,0.015,2,0.5
49,0.014,2,0.5
50,0.014,2,0.5
51,0.014,2,0.5
52,0.014,2,0.5
53,0.013000000000000001,2,0.5
54,0.013000000000000001,2,0.5
55,0.013000000000000001,2,0.5
56,0.013000000000000001,2,0.5
57,0.013000000000000001,2,0.5
58,0.012,2,0.5
59,0.012,2,0.5
60,0.012,2,0.5
61,0.012,2,0.5
62,0.012,2,0.5
63,0.011,2,0.5
64,0.011,2,0.5
65,0.011,2,0.5
66,0.011,2,0.5
67,0.011,2,0.5
68,0.011,2,0.5
69,0.011,2,0.5
70,0.01,2,0.5
71,0.01,2,0.5
72,0.01,2,0.5
73,0.01,2,0.5
74,0.01,2,0.5
75,0.01,2,0.5
76,0.01,2,0.5
77,0.01,2,0.5
78,0.009000000000000001,2,0.5
79,0.009000000000000001,2,0.5
80,0.009000000000000001,2,0.5
81,0.009000000000000001,2,0.5
82,0.008,2,0.5
83,0.008,2,0.5
84,0.008,2,0.5
85,0.008,2,0.5
86,0.008,2,0.5
87,0.008,2,0.5
88,0.008,2,0.5
89,0.008,2,0.5
90,0.008,2,0.5
91,0.008,2,0.5
92,0.008,2,0.5
93,0.007,2,0.5
94,0.007,2,0.5
95,0.007,2,0.5
96,0.007,2,0.5
97,0.007,2,0.5
98,0.007,2,0.5
99,0.007,2,0.5
100,0.007,2,0.5
3,0.271,2,0.6
4,0.209,2,0.6
5,0.164,2,0.6
6,0.138,2,0.6
7,0.122,2,0.6
8,0.112,2,0.6
9,0.098,2,0.6
10,0.089,2,0.6
11,0.073,2,0.6
12,0.074,2,0.6
13,0.063,2,0.6
14,0.068,2,0.6
15,0.057,2,0.6
16,0.056,2,0.6
17,0.052000000000000005,2,0.6
18,0.051000000000000004,2,0.6
19,0.048,2,0.6
20,0.048,2,0.6
21,0.047,2,0.6
22,0.04,2,0.6
23,0.037,2,0.6
24,0.037,2,0.6
25,0.038,2,0.6
26,0.034,2,0.6
27,0.033,2,0.6
28,0.035,2,0.6
29,0.039,2,0.6
30,0.03,2,0.6
31,0.032,2,0.6
32,0.029,2,0.6
33,0.028,2,0.6
34,0.025,2,0.6
35,0.025,2,0.6
36,0.027,2,0.6
37,0.023,2,0.6
38,0.023,2,0.6
39,0.022,2,0.6
40,0.022,2,0.6
41,0.022,2,0.6
42,0.022,2,0.6
43,0.022,2,0.6
44,0.021,2,0.6
45,0.02,2,0.6
46,0.02,2,0.6
47,0.02,2,0.6
48,0.019,2,0.6
49,0.019,2,0.6
50,0.019,2,0.6
51,0.018000000000000002,2,0.6
52,0.017,2,0.6
53,0.017,2,0.6
54,0.017,2,0.6
55,0.018000000000000002,2,0.6
56,0.018000000000000002,2,0.6
57,0.018000000000000002,2,0.6
58,0.018000000000000002,2,0.6
59,0.016,2,0.6
60,0.016,2,0.6
61,0.016,2,0.6
62,0.015,2,0.6
63,0.014,2,0.6
64,0.014,2,0.6
65,0.014,2,0.6
66,0.014,2,0.6
67,0.014,2,0.6
68,0.014,2,0.6
69,0.014,2,0.6
70,0.014,2,0.6
71,0.014,2,0.6
72,0.013000000000000001,2,0.6
73,0.013000000000000001,2,0.6
74,0.012,2,0.6
75,0.012,2,0.6
76,0.012,2,0.6
77,0.012,2,0.6
78,0.012,2,0.6
79,0.012,2,0.6
80,0.012,2,0.6
81,0.012,2,0.6
82,0.012,2,0.6
83,0.011,2,0.6
84,0.011,2,0.6
85,0.011,2,0.6
86,0.011,2,0.6
87,0.011,2,0.6
88,0.01,2,0.6
89,0.01,2,0.6
90,0.01,2,0.6
91,0.01,2,0.6
92,0.01,2,0.6
93,0.01,2,0.6
94,0.01,2,0.6
95,0.01,2,0.6
96,0.01,2,0.6
97,0.01,2,0.6
98,0.01,2,0.6
99,0.01,2,0.6
100,0.01,2,0.6
4,0.262,2,0.7
5,0.20400000000000001,2,0.7
6,0.17,2,0.7
7,0.167,2,0.7
8,0.15,2,0.7
9,0.122,2,0.7
10,0.113,2,0.7
11,0.11,2,0.7
12,0.098,2,0.7
13,0.10300000000000001,2,0.7
14,0.08700000000000001,2,0.7
15,0.077,2,0.7
16,0.074,2,0.7
17,0.07,2,0.7
18,0.066,2,0.7
19,0.058,2,0.7
20,0.061,2,0.7
21,0.055,2,0.7
22,0.056,2,0.7
23,0.056,2,0.7
24,0.054,2,0.7
25,0.05,2,0.7
26,0.045,2,0.7
27,0.048,2,0.7
28,0.043000000000000003,2,0.7
29,0.042,2,0.7
30,0.042,2,0.7
31,0.037,2,0.7
32,0.041,2,0.7
33,0.041,2,0.7
34,0.038,2,0.7
35,0.039,2,0.7
36,0.036000000000000004,2,0.7
37,0.036000000000000004,2,0.7
38,0.03,2,0.7
39,0.03,2,0.7
40,0.032,2,0.7
41,0.032,2,0.7
42,0.032,2,0.7
43,0.028,2,0.7
44,0.029,2,0.7
45,0.029,2,0.7
46,0.026000000000000002,2,0.7
47,0.027,2,0.7
48,0.025,2,0.7
49,0.023,2,0.7
50,0.024,2,0.7
51,0.024,2,0.7
52,0.022,2,0.7
53,0.022,2,0.7
54,0.022,2,0.7
55,0.022,2,0.7
56,0.024,2,0.7
57,0.02,2,0.7
58,0.02,2,0.7
59,0.02,2,0.7
60,0.019,2,0.7
61,0.021,2,0.7
62,0.021,2,0.7
63,0.019,2,0.7
64,0.017,2,0.7
65,0.017,2,0.7
66,0.017,2,0.7
67,0.018000000000000002,2,0.7
68,0.018000000000000002,2,0.7
69,0.018000000000000002,2,0.7
70,0.018000000000000002,2,0.7
71,0.018000000000000002,2,0.7
72,0.018000000000000002,2,0.7
73,0.018000000000000002,2,0.7
74,0.018000000000000002,2,0.7
75,0.018000000000000002,2,0.7
76,0.018000000000000002,2,0.7
77,0.018000000000000002,2,0.7
78,0.018000000000000002,2,0.7
79,0.015,2,0.7
80,0.015,2,0.7
81,0.015,2,0.7
82,0.014,2,0.7
83,0.014,2,0.7
84,0.014,2,0.7
85,0.014,2,0.7
86,0.014,2,0.7
87,0.014,2,0.7
88,0.014,2,0.7
89,0.014,2,0.7
90,0.013000000000000001,2,0.7
91,0.013000000000000001,2,0.7
92,0.013000000000000001,2,0.7
93,0.013000000000000001,2,0.7
94,0.013000000000000001,2,0.7
95,0.013000000000000001,2,0.7
96,0.013000000000000001,2,0.7
97,0.012,2,0.7
98,0.012,2,0.7
99,0.012,2,0.7
100,0.012,2,0.7
5,0.276,2,0.8
6,0.242,2,0.8
7,0.223,2,0.8
8,0.176,2,0.8
9,0.169,2,0.8
10,0.162,2,0.8
11,0.138,2,0.8
12,0.129,2,0.8
13,0.11900000000000001,2,0.8
14,0.105,2,0.8
15,0.107,2,0.8
16,0.1,2,0.8
17,0.09,2,0.8
18,0.083,2,0.8
19,0.079,2,0.8
20,0.076,2,0.8
21,0.078,2,0.8
22,0.07200000000000001,2,0.8
23,0.067,2,0.8
24,0.07100000000000001,2,0.8
25,0.066,2,0.8
26,0.062,2,0.8
27,0.055,2,0.8
28,0.059000000000000004,2,0.8
29,0.056,2,0.8
30,0.054,2,0.8
31,0.05,2,0.8
32,0.052000000000000005,2,0.8
33,0.049,2,0.8
34,0.044,2,0.8
35,0.044,2,0.8
36,0.048,2,0.8
37,0.048,2,0.8
38,0.042,2,0.8
39,0.042,2,0.8
40,0.042,2,0.8
41,0.042,2,0.8
42,0.037,2,0.8
43,0.041,2,0.8
44,0.038,2,0.8
45,0.035,2,0.8
46,0.038,2,0.8
47,0.036000000000000004,2,0.8
48,0.033,2,0.8
49,0.033,2,0.8
50,0.032,2,0.8
51,0.031,2,0.8
52,0.03,2,0.8
53,0.03,2,0.8
54,0.03,2,0.8
55,0.03,2,0.8
56,0.031,2,0.8
57,0.026000000000000002,2,0.8
58,0.028,2,0.8
59,0.028,2,0.8
60,0.028,2,0.8
61,0.027,2,0.8
62,0.027,2,0.8
63,0.027,2,0.8
64,0.025,2,0.8
65,0.025,2,0.8
66,0.022,2,0.8
67,0.022,2,0.8
68,0.023,2,0.8
69,0.024,2,0.8
70,0.024,2,0.8
71,0.024,2,0.8
72,0.024,2,0.8
73,0.024,2,0.8
74,0.024,2,0.8
75,0.022,2,0.8
76,0.023,2,0.8
77,0.022,2,0.8
78,0.023,2,0.8
79,0.023,2,0.8
80,0.021,2,0.8
81,0.021,2,0.8
82,0.02,2,0.8
83,0.02,2,0.8
84,0.019,2,0.8
85,0.019,2,0.8
86,0.019,2,0.8
87,0.018000000000000002,2,0.8
88,0.018000000000000002,2,0.8
89,0.018000000000000002,2,0.8
90,0.018000000000000002,2,0.8
91,0.018000000000000002,2,0.8
92,0.017,2,0.8
93,0.017,2,0.8
94,0.017,2,0.8
95,0.017,2,0.8
96,0.017,2,0.8
97,0.017,2,0.8
98,0.017,2,0.8
99,0.017,2,0.8
100,0.017,2,0.8
7,0.281,2,0.9
8,0.251,2,0.9
9,0.221,2,0.9
10,0.209,2,0.9
11,0.199,2,0.9
12,0.183,2,0.9
13,0.167,2,0.9
14,0.15,2,0.9
15,0.14300000000000002,2,0.9
16,0.14100000000000001,2,0.9
17,0.125,2,0.9
18,0.11800000000000001,2,0.9
19,0.109,2,0.9
20,0.107,2,0.9
21,0.105,2,0.9
22,0.1,2,0.9
23,0.094,2,0.9
24,0.089,2,0.9
25,0.083,2,0.9
26,0.08700000000000001,2,0.9
27,0.08600000000000001,2,0.9
28,0.077,2,0.9
29,0.075,2,0.9
30,0.074,2,0.9
31,0.073,2,0.9
32,0.07200000000000001,2,0.9
33,0.067,2,0.9
34,0.067,2,0.9
35,0.065,2,0.9
36,0.064,2,0.9
37,0.062,2,0.9
38,0.066,2,0.9
39,0.061,2,0.9
40,0.056,2,0.9
41,0.055,2,0.9
42,0.054,2,0.9
43,0.052000000000000005,2,0.9
44,0.052000000000000005,2,0.9
45,0.052000000000000005,2,0.9
46,0.05,2,0.9
47,0.044,2,0.9
48,0.046,2,0.9
49,0.046,2,0.9
50,0.048,2,0.9
51,0.048,2,0.9
52,0.043000000000000003,2,0.9
53,0.043000000000000003,2,0.9
54,0.043000000000000003,2,0.9
55,0.042,2,0.9
56,0.042,2,0.9
57,0.04,2,0.9
58,0.04,2,0.9
59,0.04,2,0.9
60,0.04,2,0.9
61,0.038,2,0.9
62,0.038,2,0.9
63,0.037,2,0.9
64,0.041,2,0.9
65,0.041,2,0.9
66,0.041,2,0.9
67,0.035,2,0.9
68,0.036000000000000004,2,0.9
69,0.035,2,0.9
70,0.033,2,0.9
71,0.033,2,0.9
72,0.033,2,0.9
73,0.03,2,0.9
74,0.03,2,0.9
75,0.03,2,0.9
76,0.031,2,0.9
77,0.031,2,0.9
78,0.031,2,0.9
79,0.031,2,0.9
80,0.031,2,0.9
81,0.026000000000000002,2,0.9
82,0.029,2,0.9
83,0.029,2,0.9
84,0.026000000000000002,2,0.9
85,0.026000000000000002,2,0.9
86,0.026000000000000002,2,0.9
87,0.028,2,0.9
88,0.028,2,0.9
89,0.028,2,0.9
90,0.027,2,0.9
91,0.024,2,0.9
92,0.024,2,0.9
93,0.023,2,0.9
94,0.025,2,0.9
95,0.023,2,0.9
96,0.022,2,0.9
97,0.025,2,0.9
98,0.025,2,0.9
99,0.025,2,0.9
100,0.023,2,0.9
2,0.28400000000000003,3,0.5
3,0.20400000000000001,3,0.5
4,0.155,3,0.5
5,0.139,3,0.5
6,0.12,3,0.5
7,0.09,3,0.5
8,0.084,3,0.5
9,0.077,3,0.5
10,0.065,3,0.5
11,0.06,3,0.5
12,0.056,3,0.5
13,0.052000000000000005,3,0.5
14,0.049,3,0.5
15,0.051000000000000004,3,0.5
16,0.042,3,0.5
17,0.043000000000000003,3,0.5
18,0.039,3,0.5
19,0.037,3,0.5
20,0.036000000000000004,3,0.5
21,0.036000000000000004,3,0.5
22,0.028,3,0.5
23,0.031,3,0.5
24,0.029,3,0.5
25,0.027,3,0.5
26,0.027,3,0.5
27,0.027,3,0.5
28,0.023,3,0.5
29,0.025,3,0.5
30,0.025,3,0.5
31,0.025,3,0.5
32,0.025,3,0.5
33,0.021,3,0.5
34,0.021,3,0.5
35,0.02,3,0.5
36,0.019,3,0.5
37,0.019,3,0.5
38,0.019,3,0.5
39,0.018000000000000002,3,0.5
40,0.016,3,0.5
41,0.018000000000000002,3,0.5
42,0.018000000000000002,3,0.5
43,0.018000000000000002,3,0.5
44,0.017,3,0.5
45,0.017,3,0.5
46,0.014,3,0.5
47,0.014,3,0.5
48,0.014,3,0.5
49,0.014,3,0.5
50,0.014,3,0.5
51,0.015,3,0.5
52,0.015,3,0.5
53,0.015,3,0.5
54,0.013000000000000001,3,0.5
55,0.013000000000000001,3,0.5
56,0.013000000000000001,3,0.5
57,0.013000000000000001,3,0.5
58,0.013000000000000001,3,0.5
59,0.013000000000000001,3,0.5
60,0.012,3,0.5
61,0.012,3,0.5
62,0.012,3,0.5
63,0.012,3,0.5
64,0.012,3,0.5
65,0.011,3,0.5
66,0.011,3,0.5
67,0.011,3,0.5
68,0.011,3,0.5
69,0.011,3,0.5
70,0.01,3,0.5
71,0.01,3,0.5
72,0.01,3,0.5
73,0.01,3,0.5
74,0.01,3,0.5
75,0.01,3,0.5
76,0.01,3,0.5
77,0.01,3,0.5
78,0.009000000000000001,3,0.5
79,0.009000000000000001,3,0.5
80,0.009000000000000001,3,0.5
81,0.009000000000000001,3,0.5
82,0.009000000000000001,3,0.5
83,0.009000000000000001,3,0.5
84,0.009000000000000001,3,0.5
85,0.009000000000000001,3,0.5
86,0.009000000000000001,3,0.5
87,0.009000000000000001,3,0.5
88,0.009000000000000001,3,0.5
89,0.009000000000000001,3,0.5
90,0.009000000000000001,3,0.5
91,0.009000000000000001,3,0.5
92,0.009000000000000001,3,0.5
93,0.008,3,0.5
94,0.008,3,0.5
95,0.008,3,0.5
96,0.008,3,0.5
97,0.008,3,0.5
98,0.008,3,0.5
99,0.008,3,0.5
100,0.008,3,0.5
3,0.277,3,0.6
4,0.186,3,0.6
5,0.17300000000000001,3,0.6
6,0.145,3,0.6
7,0.117,3,0.6
8,0.112,3,0.6
9,0.108,3,0.6
10,0.089,3,0.6
11,0.08,3,0.6
12,0.082,3,0.6
13,0.074,3,0.6
14,0.067,3,0.6
15,0.06,3,0.6
16,0.055,3,0.6
17,0.052000000000000005,3,0.6
18,0.05,3,0.6
19,0.047,3,0.6
20,0.051000000000000004,3,0.6
21,0.044,3,0.6
22,0.042,3,0.6
23,0.038,3,0.6
24,0.039,3,0.6
25,0.039,3,0.6
26,0.037,3,0.6
27,0.037,3,0.6
28,0.035,3,0.6
29,0.03,3,0.6
30,0.031,3,0.6
31,0.029,3,0.6
32,0.027,3,0.6
33,0.027,3,0.6
34,0.027,3,0.6
35,0.027,3,0.6
36,0.026000000000000002,3,0.6
37,0.025,3,0.6
38,0.023,3,0.6
39,0.023,3,0.6
40,0.023,3,0.6
41,0.023,3,0.6
42,0.021,3,0.6
43,0.021,3,0.6
44,0.022,3,0.6
45,0.022,3,0.6
46,0.022,3,0.6
47,0.019,3,0.6
48,0.019,3,0.6
49,0.019,3,0.6
50,0.019,3,0.6
51,0.018000000000000002,3,0.6
52,0.016,3,0.6
53,0.016,3,0.6
54,0.016,3,0.6
55,0.016,3,0.6
56,0.016,3,0.6
57,0.016,3,0.6
58,0.017,3,0.6
59,0.014,3,0.6
60,0.014,3,0.6
61,0.014,3,0.6
62,0.014,3,0.6
63,0.014,3,0.6
64,0.014,3,0.6
65,0.014,3,0.6
66,0.014,3,0.6
67,0.015,3,0.6
68,0.015,3,0.6
69,0.015,3,0.6
70,0.015,3,0.6
71,0.013000000000000001,3,0.6
72,0.013000000000000001,3,0.6
73,0.013000000000000001,3,0.6
74,0.013000000000000001,3,0.6
75,0.013000000000000001,3,0.6
76,0.013000000000000001,3,0.6
77,0.013000000000000001,3,0.6
78,0.012,3,0.6
79,0.012,3,0.6
80,0.012,3,0.6
81,0.012,3,0.6
82,0.011,3,0.6
83,0.011,3,0.6
84,0.011,3,0.6
85,0.011,3,0.6
86,0.011,3,0.6
87,0.011,3,0.6
88,0.011,3,0.6
89,0.011,3,0.6
90,0.011,3,0.6
91,0.01,3,0.6
92,0.01,3,0.6
93,0.01,3,0.6
94,0.01,3,0.6
95,0.01,3,0.6
96,0.01,3,0.6
97,0.01,3,0.6
98,0.01,3,0.6
99,0.009000000000000001,3,0.6
100,0.009000000000000001,3,0.6
4,0.276,3,0.7
5,0.23500000000000001,3,0.7
6,0.181,3,0.7
7,0.152,3,0.7
8,0.14300000000000002,3,0.7
9,0.134,3,0.7
10,0.124,3,0.7
11,0.11,3,0.7
12,0.094,3,0.7
13,0.085,3,0.7
14,0.079,3,0.7
15,0.077,3,0.7
16,0.066,3,0.7
17,0.07100000000000001,3,0.7
18,0.063,3,0.7
19,0.056,3,0.7
20,0.059000000000000004,3,0.7
21,0.053,3,0.7
22,0.054,3,0.7
23,0.05,3,0.7
24,0.048,3,0.7
25,0.047,3,0.7
26,0.045,3,0.7
27,0.045,3,0.7
28,0.044,3,0.7
29,0.042,3,0.7
30,0.042,3,0.7
31,0.039,3,0.7
32,0.039,3,0.7
33,0.036000000000000004,3,0.7
34,0.037,3,0.7
35,0.037,3,0.7
36,0.037,3,0.7
37,0.034,3,0.7
38,0.032,3,0.7
39,0.031,3,0.7
40,0.031,3,0.7
41,0.029,3,0.7
42,0.029,3,0.7
43,0.029,3,0.7
44,0.029,3,0.7
45,0.028,3,0.7
46,0.026000000000000002,3,0.7
47,0.026000000000000002,3,0.7
48,0.026000000000000002,3,0.7
49,0.025,3,0.7
50,0.023,3,0.7
51,0.023,3,0.7
52,0.021,3,0.7
53,0.021,3,0.7
54,0.021,3,0.7
55,0.022,3,0.7
56,0.022,3,0.7
57,0.022,3,0.7
58,0.022,3,0.7
59,0.022,3,0.7
60,0.022,3,0.7
61,0.022,3,0.7
62,0.019,3,0.7
63,0.02,3,0.7
64,0.02,3,0.7
65,0.019,3,0.7
66,0.019,3,0.7
67,0.019,3,0.7
68,0.02,3,0.7
69,0.019,3,0.7
70,0.018000000000000002,3,0.7
71,0.018000000000000002,3,0.7
72,0.016,3,0.7
73,0.017,3,0.7
74,0.017,3,0.7
75,0.017,3,0.7
76,0.017,3,0.7
77,0.017,3,0.7
78,0.017,3,0.7
79,0.017,3,0.7
80,0.014,3,0.7
81,0.014,3,0.7
82,0.014,3,0.7
83,0.014,3,0.7
84,0.014,3,0.7
85,0.014,3,0.7
86,0.014,3,0.7
87,0.015,3,0.7
88,0.015,3,0.7
89,0.015,3,0.7
90,0.013000000000000001,3,0.7
91,0.013000000000000001,3,0.7
92,0.013000000000000001,3,0.7
93,0.013000000000000001,3,0.7
94,0.013000000000000001,3,0.7
95,0.013000000000000001,3,0.7
96,0.013000000000000001,3,0.7
97,0.013000000000000001,3,0.7
98,0.013000000000000001,3,0.7
99,0.013000000000000001,3,0.7
100,0.013000000000000001,3,0.7
5,0.271,3,0.8
6,0.25,3,0.8
7,0.218,3,0.8
8,0.183,3,0.8
9,0.151,3,0.8
10,0.163,3,0.8
11,0.133,3,0.8
12,0.122,3,0.8
13,0.127,3,0.8
14,0.106,3,0.8
15,0.10200000000000001,3,0.8
16,0.108,3,0.8
17,0.091,3,0.8
18,0.08700000000000001,3,0.8
19,0.079,3,0.8
20,0.084,3,0.8
21,0.082,3,0.8
22,0.074,3,0.8
23,0.07200000000000001,3,0.8
24,0.065,3,0.8
25,0.064,3,0.8
26,0.064,3,0.8
27,0.059000000000000004,3,0.8
28,0.057,3,0.8
29,0.058,3,0.8
30,0.057,3,0.8
31,0.052000000000000005,3,0.8
32,0.048,3,0.8
33,0.051000000000000004,3,0.8
34,0.047,3,0.8
35,0.047,3,0.8
36,0.045,3,0.8
37,0.04,3,0.8
38,0.044,3,0.8
39,0.041,3,0.8
40,0.042,3,0.8
41,0.041,3,0.8
42,0.041,3,0.8
43,0.041,3,0.8
44,0.038,3,0.8
45,0.038,3,0.8
46,0.038,3,0.8
47,0.035,3,0.8
48,0.035,3,0.8
49,0.034,3,0.8
50,0.033,3,0.8
51,0.03,3,0.8
52,0.031,3,0.8
53,0.03,3,0.8
54,0.03,3,0.8
55,0.03,3,0.8
56,0.029,3,0.8
57,0.029,3,0.8
58,0.028,3,0.8
59,0.024,3,0.8
60,0.027,3,0.8
61,0.027,3,0.8
62,0.027,3,0.8
63,0.027,3,0.8
64,0.027,3,0.8
65,0.027,3,0.8
66,0.026000000000000002,3,0.8
67,0.026000000000000002,3,0.8
68,0.023,3,0.8
69,0.023,3,0.8
70,0.022,3,0.8
71,0.021,3,0.8
72,0.021,3,0.8
73,0.021,3,0.8
74,0.022,3,0.8
75,0.021,3,0.8
76,0.021,3,0.8
77,0.021,3,0.8
78,0.021,3,0.8
79,0.021,3,0.8
80,0.021,3,0.8
81,0.02,3,0.8
82,0.02,3,0.8
83,0.02,3,0.8
84,0.019,3,0.8
85,0.019,3,0.8
86,0.019,3,0.8
87,0.019,3,0.8
88,0.019,3,0.8
89,0.019,3,0.8
90,0.019,3,0.8
91,0.019,3,0.8
92,0.018000000000000002,3,0.8
93,0.018000000000000002,3,0.8
94,0.018000000000000002,3,0.8
95,0.018000000000000002,3,0.8
96,0.018000000000000002,3,0.8
97,0.018000000000000002,3,0.8
98,0.018000000000000002,3,0.8
99,0.018000000000000002,3,0.8
100,0.018000000000000002,3,0.8
7,0.273,3,0.9
8,0.263,3,0.9
9,0.216,3,0.9
10,0.2,3,0.9
11,0.19,3,0.9
12,0.194,3,0.9
13,0.161,3,0.9
14,0.159,3,0.9
15,0.156,3,0.9
16,0.137,3,0.9
17,0.136,3,0.9
18,0.129,3,0.9
19,0.121,3,0.9
20,0.11800000000000001,3,0.9
21,0.11,3,0.9
22,0.108,3,0.9
23,0.10400000000000001,3,0.9
24,0.085,3,0.9
25,0.08700000000000001,3,0.9
26,0.095,3,0.9
27,0.079,3,0.9
28,0.084,3,0.9
29,0.082,3,0.9
30,0.077,3,0.9
31,0.074,3,0.9
32,0.076,3,0.9
33,0.07200000000000001,3,0.9
34,0.062,3,0.9
35,0.062,3,0.9
36,0.064,3,0.9
37,0.059000000000000004,3,0.9
38,0.06,3,0.9
39,0.061,3,0.9
40,0.056,3,0.9
41,0.053,3,0.9
42,0.054,3,0.9
43,0.056,3,0.9
44,0.058,3,0.9
45,0.058,3,0.9
46,0.047,3,0.9
47,0.048,3,0.9
48,0.045,3,0.9
49,0.045,3,0.9
50,0.046,3,0.9
51,0.046,3,0.9
52,0.043000000000000003,3,0.9
53,0.043000000000000003,3,0.9
54,0.044,3,0.9
55,0.04,3,0.9
56,0.042,3,0.9
57,0.042,3,0.9
58,0.041,3,0.9
59,0.041,3,0.9
60,0.036000000000000004,3,0.9
61,0.036000000000000004,3,0.9
62,0.036000000000000004,3,0.9
63,0.038,3,0.9
64,0.037,3,0.9
65,0.037,3,0.9
66,0.034,3,0.9
67,0.035,3,0.9
68,0.034,3,0.9
69,0.034,3,0.9
70,0.032,3,0.9
71,0.032,3,0.9
72,0.032,3,0.9
73,0.032,3,0.9
74,0.033,3,0.9
75,0.029,3,0.9
76,0.029,3,0.9
77,0.031,3,0.9
78,0.031,3,0.9
79,0.031,3,0.9
80,0.031,3,0.9
81,0.031,3,0.9
82,0.031,3,0.9
83,0.031,3,0.9
84,0.028,3,0.9
85,0.028,3,0.9
86,0.028,3,0.9
