generations,characters,branch_edit_frac,site_edit_frac,edit_rate,iteration,edit_pct
5,60,0.82,0.13666666666666666,0.04,2,13.666666666666666
6,60,0.85,0.19166666666666668,0.04,2,19.166666666666668
7,60,0.8571428571428571,0.22333333333333333,0.04,2,22.333333333333332
8,60,0.875,0.25166666666666665,0.04,2,25.166666666666664
9,60,0.8666666666666667,0.29,0.04,2,28.999999999999996
10,60,0.86,0.325,0.04,2,32.5
11,60,0.8636363636363636,0.36,0.04,2,36.0
12,60,0.8666666666666667,0.38666666666666666,0.04,2,38.666666666666664
13,60,0.8615384615384616,0.4116666666666667,0.04,2,41.16666666666667
14,60,0.8571428571428571,0.43833333333333335,0.04,2,43.833333333333336
15,60,0.86,0.47,0.04,2,47.0
16,60,0.85,0.48833333333333334,0.04,2,48.833333333333336
17,60,0.8352941176470589,0.505,0.04,2,50.5
18,60,0.8388888888888889,0.535,0.04,2,53.5
19,60,0.8263157894736842,0.5566666666666666,0.04,2,55.666666666666664
20,60,0.815,0.5716666666666667,0.04,2,57.166666666666664
21,60,0.8142857142857143,0.59,0.04,2,59.0
22,60,0.8090909090909091,0.605,0.04,2,60.5
23,60,0.8043478260869565,0.6183333333333333,0.04,2,61.83333333333333
24,60,0.7916666666666666,0.63,0.04,2,63.0
25,60,0.776,0.6416666666666667,0.04,2,64.16666666666667
26,60,0.7615384615384615,0.6483333333333333,0.04,2,64.83333333333333
27,60,0.7481481481481481,0.6566666666666666,0.04,2,65.66666666666666
28,60,0.7357142857142858,0.6683333333333333,0.04,2,66.83333333333333
29,60,0.7275862068965517,0.68,0.04,2,68.0
30,60,0.72,0.695,0.04,2,69.5
1,60,1.0,0.09,0.08,2,9.0
2,60,1.0,0.15166666666666667,0.08,2,15.166666666666668
3,60,1.0,0.22666666666666666,0.08,2,22.666666666666664
4,60,1.0,0.2783333333333333,0.08,2,27.833333333333332
5,60,0.98,0.33,0.08,2,33.0
6,60,0.9833333333333333,0.39166666666666666,0.08,2,39.166666666666664
7,60,0.9857142857142858,0.44666666666666666,0.08,2,44.666666666666664
8,60,0.975,0.48833333333333334,0.08,2,48.833333333333336
9,60,0.9777777777777777,0.5266666666666666,0.08,2,52.666666666666664
10,60,0.97,0.5583333333333333,0.08,2,55.833333333333336
11,60,0.9545454545454546,0.585,0.08,2,58.5
12,60,0.9416666666666667,0.6216666666666667,0.08,2,62.16666666666667
13,60,0.9461538461538461,0.655,0.08,2,65.5
14,60,0.9285714285714286,0.6816666666666666,0.08,2,68.16666666666666
15,60,0.9266666666666666,0.72,0.08,2,72.0
16,60,0.90625,0.7383333333333333,0.08,2,73.83333333333333
17,60,0.8823529411764706,0.7533333333333333,0.08,2,75.33333333333333
18,60,0.8666666666666667,0.77,0.08,2,77.0
19,60,0.8473684210526315,0.7816666666666666,0.08,2,78.16666666666666
20,60,0.845,0.7966666666666666,0.08,2,79.66666666666666
21,60,0.8428571428571429,0.815,0.08,2,81.5
22,60,0.8318181818181818,0.8283333333333334,0.08,2,82.83333333333334
23,60,0.8130434782608695,0.84,0.08,2,84.0
24,60,0.8083333333333333,0.8616666666666667,0.08,2,86.16666666666667
25,60,0.804,0.875,0.08,2,87.5
26,60,0.7923076923076923,0.885,0.08,2,88.5
27,60,0.7888888888888889,0.9016666666666666,0.08,2,90.16666666666666
28,60,0.7714285714285715,0.9066666666666666,0.08,2,90.66666666666666
29,60,0.7655172413793103,0.9183333333333333,0.08,2,91.83333333333333
30,60,0.75,0.925,0.08,2,92.5
1,60,1.0,0.17333333333333334,0.16,2,17.333333333333336
2,60,1.0,0.31,0.16,2,31.0
3,60,1.0,0.42,0.16,2,42.0
4,60,1.0,0.5083333333333333,0.16,2,50.83333333333333
5,60,1.0,0.5916666666666667,0.16,2,59.166666666666664
6,60,1.0,0.6633333333333333,0.16,2,66.33333333333333
7,60,1.0,0.72,0.16,2,72.0
8,60,1.0,0.7583333333333333,0.16,2,75.83333333333333
9,60,1.0,0.8016666666666666,0.16,2,80.16666666666666
10,60,0.96,0.82,0.16,2,82.0
11,60,0.9545454545454546,0.8433333333333334,0.16,2,84.33333333333334
12,60,0.95,0.875,0.16,2,87.5
13,60,0.9307692307692308,0.8933333333333333,0.16,2,89.33333333333333
14,60,0.9071428571428571,0.9116666666666666,0.16,2,91.16666666666666
15,60,0.8666666666666667,0.92,0.16,2,92.0
16,60,0.85625,0.9366666666666666,0.16,2,93.66666666666667
17,60,0.8411764705882353,0.9466666666666667,0.16,2,94.66666666666667
18,60,0.8222222222222222,0.9583333333333334,0.16,2,95.83333333333334
19,60,0.7894736842105263,0.9616666666666667,0.16,2,96.16666666666667
20,60,0.77,0.9683333333333334,0.16,2,96.83333333333334
21,60,0.7476190476190476,0.9733333333333334,0.16,2,97.33333333333334
22,60,0.7181818181818181,0.975,0.16,2,97.5
23,60,0.6956521739130435,0.9783333333333334,0.16,2,97.83333333333334
24,60,0.675,0.9816666666666667,0.16,2,98.16666666666667
25,60,0.656,0.985,0.16,2,98.5
26,60,0.6307692307692307,0.985,0.16,2,98.5
27,60,0.6185185185185185,0.99,0.16,2,99.0
28,60,0.6035714285714285,0.9933333333333333,0.16,2,99.33333333333333
29,60,0.593103448275862,0.9983333333333333,0.16,2,99.83333333333333
30,60,0.5733333333333334,0.9983333333333333,0.16,2,99.83333333333333
1,60,0.6,0.015,0.01,3,1.5
2,60,0.45,0.02,0.01,3,2.0
3,60,0.4666666666666667,0.03166666666666667,0.01,3,3.166666666666667
4,60,0.475,0.041666666666666664,0.01,3,4.166666666666666
5,60,0.42,0.045,0.01,3,4.5
6,60,0.45,0.06,0.01,3,6.0
7,60,0.4714285714285714,0.07166666666666667,0.01,3,7.166666666666667
8,60,0.4625,0.07833333333333334,0.01,3,7.833333333333334
9,60,0.4666666666666667,0.09,0.01,3,9.0
10,60,0.48,0.10333333333333333,0.01,3,10.333333333333334
11,60,0.4636363636363636,0.10833333333333334,0.01,3,10.833333333333334
12,60,0.44166666666666665,0.115,0.01,3,11.5
13,60,0.4461538461538462,0.125,0.01,3,12.5
14,60,0.42857142857142855,0.12833333333333333,0.01,3,12.833333333333332
15,60,0.41333333333333333,0.13166666666666665,0.01,3,13.166666666666666
16,60,0.4375,0.15,0.01,3,15.0
17,60,0.43529411764705883,0.15666666666666668,0.01,3,15.666666666666668
18,60,0.43333333333333335,0.165,0.01,3,16.5
19,60,0.43157894736842106,0.17166666666666666,0.01,3,17.166666666666668
20,60,0.45,0.185,0.01,3,18.5
21,60,0.44761904761904764,0.19666666666666666,0.01,3,19.666666666666664
22,60,0.4409090909090909,0.20166666666666666,0.01,3,20.166666666666664
23,60,0.4217391304347826,0.20166666666666666,0.01,3,20.166666666666664
24,60,0.4125,0.20833333333333334,0.01,3,20.833333333333336
25,60,0.416,0.22166666666666668,0.01,3,22.166666666666668
26,60,0.40384615384615385,0.22333333333333333,0.01,3,22.333333333333332
27,60,0.4,0.23166666666666666,0.01,3,23.166666666666664
28,60,0.4,0.24,0.01,3,24.0
29,60,0.39655172413793105,0.245,0.01,3,24.5
30,60,0.39666666666666667,0.25333333333333335,0.01,3,25.333333333333336
1,60,0.7,0.018333333333333333,0.02,3,1.8333333333333333
2,60,0.7,0.041666666666666664,0.02,3,4.166666666666666
3,60,0.6666666666666666,0.058333333333333334,0.02,3,5.833333333333333
4,60,0.675,0.08333333333333333,0.02,3,8.333333333333332
5,60,0.66,0.09333333333333334,0.02,3,9.333333333333334
6,60,0.6333333333333333,0.105,0.02,3,10.5
7,60,0.6571428571428571,0.125,0.02,3,12.5
8,60,0.675,0.145,0.02,3,14.499999999999998
9,60,0.6888888888888889,0.165,0.02,3,16.5
10,60,0.7,0.185,0.02,3,18.5
11,60,0.6909090909090909,0.205,0.02,3,20.5
12,60,0.6666666666666666,0.21333333333333335,0.02,3,21.333333333333336
13,60,0.676923076923077,0.23166666666666666,0.02,3,23.166666666666664
14,60,0.6928571428571428,0.25,0.02,3,25.0
15,60,0.6866666666666666,0.26666666666666666,0.02,3,26.666666666666668
16,60,0.675,0.275,0.02,3,27.500000000000004
17,60,0.6764705882352942,0.29,0.02,3,28.999999999999996
18,60,0.6722222222222223,0.31,0.02,3,31.0
19,60,0.6631578947368421,0.32,0.02,3,32.0
20,60,0.665,0.33666666666666667,0.02,3,33.666666666666664
21,60,0.6714285714285714,0.3616666666666667,0.02,3,36.16666666666667
22,60,0.6636363636363637,0.37166666666666665,0.02,3,37.166666666666664
23,60,0.6608695652173913,0.385,0.02,3,38.5
24,60,0.65,0.395,0.02,3,39.5
25,60,0.656,0.41333333333333333,0.02,3,41.333333333333336
26,60,0.6461538461538462,0.425,0.02,3,42.5
27,60,0.6481481481481481,0.44,0.02,3,44.0
28,60,0.6428571428571429,0.45,0.02,3,45.0
29,60,0.6310344827586207,0.455,0.02,3,45.5
30,60,0.6333333333333333,0.4683333333333333,0.02,3,46.833333333333336
1,60,1.0,0.043333333333333335,0.04,3,4.333333333333334
2,60,0.9,0.08166666666666667,0.04,3,8.166666666666666
3,60,0.9333333333333333,0.12,0.04,3,12.0
4,60,0.95,0.16166666666666665,0.04,3,16.166666666666664
5,60,0.94,0.19166666666666668,0.04,3,19.166666666666668
6,60,0.95,0.22166666666666668,0.04,3,22.166666666666668
7,60,0.9428571428571428,0.25333333333333335,0.04,3,25.333333333333336
8,60,0.9125,0.2866666666666667,0.04,3,28.666666666666668
9,60,0.9222222222222223,0.33166666666666667,0.04,3,33.166666666666664
10,60,0.92,0.36,0.04,3,36.0
11,60,0.8909090909090909,0.37833333333333335,0.04,3,37.833333333333336
12,60,0.9,0.4083333333333333,0.04,3,40.833333333333336
13,60,0.8923076923076924,0.43,0.04,3,43.0
14,60,0.8857142857142857,0.455,0.04,3,45.5
15,60,0.86,0.47333333333333333,0.04,3,47.333333333333336
16,60,0.86875,0.51,0.04,3,51.0
17,60,0.8588235294117647,0.535,0.04,3,53.5
18,60,0.8555555555555555,0.5583333333333333,0.04,3,55.833333333333336
19,60,0.8368421052631579,0.57,0.04,3,56.99999999999999
20,60,0.81,0.58,0.04,3,57.99999999999999
21,60,0.8,0.5916666666666667,0.04,3,59.166666666666664
22,60,0.7954545454545454,0.6133333333333333,0.04,3,61.33333333333333
23,60,0.7782608695652173,0.6233333333333333,0.04,3,62.33333333333333
24,60,0.7708333333333334,0.6333333333333333,0.04,3,63.33333333333333
25,60,0.76,0.6483333333333333,0.04,3,64.83333333333333
26,60,0.75,0.6616666666666666,0.04,3,66.16666666666666
27,60,0.7333333333333333,0.6683333333333333,0.04,3,66.83333333333333
28,60,0.7214285714285714,0.6766666666666666,0.04,3,67.66666666666666
29,60,0.7206896551724138,0.6966666666666667,0.04,3,69.66666666666667
30,60,0.7166666666666667,0.715,0.04,3,71.5
1,60,1.0,0.08333333333333333,0.08,3,8.333333333333332
2,60,0.95,0.13666666666666666,0.08,3,13.666666666666666
3,60,0.9666666666666667,0.21833333333333332,0.08,3,21.833333333333332
4,60,0.975,0.2783333333333333,0.08,3,27.833333333333332
5,60,0.98,0.3333333333333333,0.08,3,33.33333333333333
6,60,0.9833333333333333,0.38,0.08,3,38.0
7,60,0.9571428571428572,0.415,0.08,3,41.5
8,60,0.9625,0.46166666666666667,0.08,3,46.166666666666664
9,60,0.9666666666666667,0.49666666666666665,0.08,3,49.666666666666664
10,60,0.96,0.5333333333333333,0.08,3,53.333333333333336
11,60,0.9454545454545454,0.5583333333333333,0.08,3,55.833333333333336
12,60,0.9416666666666667,0.5966666666666667,0.08,3,59.66666666666667
13,60,0.9384615384615385,0.6266666666666667,0.08,3,62.66666666666667
14,60,0.9285714285714286,0.65,0.08,3,65.0
15,60,0.92,0.6766666666666666,0.08,3,67.66666666666666
16,60,0.9125,0.705,0.08,3,70.5
17,60,0.9058823529411765,0.7266666666666667,0.08,3,72.66666666666667
18,60,0.8888888888888888,0.7433333333333333,0.08,3,74.33333333333333
19,60,0.8894736842105263,0.77,0.08,3,77.0
20,60,0.88,0.7883333333333333,0.08,3,78.83333333333333
21,60,0.8761904761904762,0.8066666666666666,0.08,3,80.66666666666666
22,60,0.8681818181818182,0.8216666666666667,0.08,3,82.16666666666667
23,60,0.8565217391304348,0.84,0.08,3,84.0
24,60,0.8416666666666667,0.8516666666666667,0.08,3,85.16666666666667
25,60,0.82,0.865,0.08,3,86.5
26,60,0.8038461538461539,0.8766666666666667,0.08,3,87.66666666666667
27,60,0.7888888888888889,0.8866666666666667,0.08,3,88.66666666666667
28,60,0.7678571428571429,0.8916666666666667,0.08,3,89.16666666666667
29,60,0.7517241379310344,0.8983333333333333,0.08,3,89.83333333333333
30,60,0.74,0.9066666666666666,0.08,3,90.66666666666666
1,60,1.0,0.17333333333333334,0.16,3,17.333333333333336
2,60,1.0,0.29,0.16,3,28.999999999999996
3,60,1.0,0.405,0.16,3,40.5
4,60,1.0,0.5083333333333333,0.16,3,50.83333333333333
5,60,1.0,0.5866666666666667,0.16,3,58.666666666666664
6,60,1.0,0.645,0.16,3,64.5
7,60,1.0,0.715,0.16,3,71.5
8,60,0.9875,0.7566666666666667,0.16,3,75.66666666666667
9,60,0.9888888888888889,0.8083333333333333,0.16,3,80.83333333333333
10,60,0.98,0.8383333333333334,0.16,3,83.83333333333334
11,60,0.9636363636363636,0.8616666666666667,0.16,3,86.16666666666667
12,60,0.9333333333333333,0.88,0.16,3,88.0
13,60,0.9230769230769231,0.8983333333333333,0.16,3,89.83333333333333
14,60,0.8857142857142857,0.905,0.16,3,90.5
15,60,0.8666666666666667,0.9183333333333333,0.16,3,91.83333333333333
16,60,0.8375,0.9283333333333333,0.16,3,92.83333333333333
17,60,0.8176470588235294,0.9383333333333334,0.16,3,93.83333333333333
18,60,0.7833333333333333,0.9416666666666667,0.16,3,94.16666666666667
19,60,0.7736842105263158,0.955,0.16,3,95.5
20,60,0.75,0.96,0.16,3,96.0
21,60,0.7285714285714285,0.9666666666666667,0.16,3,96.66666666666667
22,60,0.7181818181818181,0.975,0.16,3,97.5
23,60,0.6869565217391305,0.975,0.16,3,97.5
24,60,0.6625,0.9766666666666667,0.16,3,97.66666666666667
25,60,0.656,0.985,0.16,3,98.5
26,60,0.6384615384615384,0.9883333333333333,0.16,3,98.83333333333333
27,60,0.6185185185185185,0.9916666666666667,0.16,3,99.16666666666667
28,60,0.6,0.9933333333333333,0.16,3,99.33333333333333
29,60,0.5827586206896552,0.995,0.16,3,99.5
30,60,0.5633333333333334,0.995,0.16,3,99.5
1,60,0.7,0.015,0.01,4,1.5
2,60,0.75,0.03666666666666667,0.01,4,3.6666666666666665
3,60,0.6666666666666666,0.04666666666666667,0.01,4,4.666666666666667
4,60,0.625,0.056666666666666664,0.01,4,5.666666666666666
5,60,0.56,0.06666666666666667,0.01,4,6.666666666666667
6,60,0.5,0.07166666666666667,0.01,4,7.166666666666667
7,60,0.5142857142857142,0.08333333333333333,0.01,4,8.333333333333332
8,60,0.475,0.08666666666666667,0.01,4,8.666666666666668
9,60,0.4444444444444444,0.09,0.01,4,9.0
10,60,0.45,0.1,0.01,4,10.0
11,60,0.45454545454545453,0.11,0.01,4,11.0
12,60,0.45,0.11666666666666667,0.01,4,11.666666666666666
13,60,0.45384615384615384,0.13,0.01,4,13.0
14,60,0.45,0.13666666666666666,0.01,4,13.666666666666666
15,60,0.44,0.145,0.01,4,14.499999999999998
16,60,0.45,0.155,0.01,4,15.5
17,60,0.4411764705882353,0.16333333333333333,0.01,4,16.333333333333332
18,60,0.43333333333333335,0.17166666666666666,0.01,4,17.166666666666668
19,60,0.4263157894736842,0.18,0.01,4,18.0
20,60,0.415,0.18333333333333332,0.01,4,18.333333333333332
21,60,0.4095238095238095,0.19166666666666668,0.01,4,19.166666666666668
22,60,0.40454545454545454,0.19833333333333333,0.01,4,19.833333333333332
23,60,0.41304347826086957,0.20833333333333334,0.01,4,20.833333333333336
24,60,0.4083333333333333,0.21333333333333335,0.01,4,21.333333333333336
25,60,0.412,0.22333333333333333,0.01,4,22.333333333333332
26,60,0.4076923076923077,0.22833333333333333,0.01,4,22.833333333333332
27,60,0.4074074074074074,0.23833333333333334,0.01,4,23.833333333333336
28,60,0.4035714285714286,0.24333333333333335,0.01,4,24.333333333333336
29,60,0.40344827586206894,0.25166666666666665,0.01,4,25.166666666666664
30,60,0.4066666666666667,0.26666666666666666,0.01,4,26.666666666666668
1,60,0.9,0.028333333333333332,0.02,4,2.833333333333333
2,60,0.85,0.04666666666666667,0.02,4,4.666666666666667
3,60,0.8666666666666667,0.075,0.02,4,7.5
4,60,0.825,0.095,0.02,4,9.5
5,60,0.78,0.10666666666666667,0.02,4,10.666666666666668
6,60,0.7666666666666667,0.12666666666666668,0.02,4,12.666666666666668
7,60,0.7142857142857143,0.13666666666666666,0.02,4,13.666666666666666
8,60,0.7125,0.155,0.02,4,15.5
9,60,0.6888888888888889,0.165,0.02,4,16.5
10,60,0.67,0.17833333333333334,0.02,4,17.833333333333336
11,60,0.6818181818181818,0.19833333333333333,0.02,4,19.833333333333332
12,60,0.675,0.21666666666666667,0.02,4,21.666666666666668
13,60,0.6923076923076923,0.24,0.02,4,24.0
14,60,0.6928571428571428,0.26,0.02,4,26.0
15,60,0.6666666666666666,0.27,0.02,4,27.0
16,60,0.65625,0.2816666666666667,0.02,4,28.166666666666668
17,60,0.6529411764705882,0.29333333333333333,0.02,4,29.333333333333332
18,60,0.6611111111111111,0.31333333333333335,0.02,4,31.333333333333336
19,60,0.6578947368421053,0.325,0.02,4,32.5
20,60,0.66,0.345,0.02,4,34.5
21,60,0.6523809523809524,0.355,0.02,4,35.5
22,60,0.6545454545454545,0.37,0.02,4,37.0
23,60,0.6434782608695652,0.38333333333333336,0.02,4,38.333333333333336
24,60,0.6458333333333334,0.39666666666666667,0.02,4,39.666666666666664
25,60,0.648,0.415,0.02,4,41.5
26,60,0.6538461538461539,0.43166666666666664,0.02,4,43.166666666666664
27,60,0.6444444444444445,0.44,0.02,4,44.0
28,60,0.6428571428571429,0.4533333333333333,0.02,4,45.33333333333333
29,60,0.6344827586206897,0.46166666666666667,0.02,4,46.166666666666664
30,60,0.6266666666666667,0.47,0.02,4,47.0
1,60,0.8,0.04,0.04,4,4.0
2,60,0.85,0.07833333333333334,0.04,4,7.833333333333334
3,60,0.8666666666666667,0.10666666666666667,0.04,4,10.666666666666668
4,60,0.9,0.15,0.04,4,15.0
5,60,0.9,0.17333333333333334,0.04,4,17.333333333333336
6,60,0.9,0.205,0.04,4,20.5
7,60,0.9142857142857143,0.24,0.04,4,24.0
8,60,0.9125,0.275,0.04,4,27.500000000000004
9,60,0.9222222222222223,0.30833333333333335,0.04,4,30.833333333333336
10,60,0.91,0.335,0.04,4,33.5
11,60,0.8909090909090909,0.3566666666666667,0.04,4,35.66666666666667
12,60,0.8833333333333333,0.38166666666666665,0.04,4,38.166666666666664
13,60,0.8846153846153846,0.4083333333333333,0.04,4,40.833333333333336
14,60,0.8714285714285714,0.43166666666666664,0.04,4,43.166666666666664
15,60,0.86,0.455,0.04,4,45.5
16,60,0.84375,0.4683333333333333,0.04,4,46.833333333333336
17,60,0.8470588235294118,0.49,0.04,4,49.0
18,60,0.8333333333333334,0.5083333333333333,0.04,4,50.83333333333333
19,60,0.8315789473684211,0.535,0.04,4,53.5
20,60,0.825,0.5533333333333333,0.04,4,55.333333333333336
21,60,0.8285714285714286,0.57,0.04,4,56.99999999999999
22,60,0.8227272727272728,0.5883333333333334,0.04,4,58.833333333333336
23,60,0.808695652173913,0.6016666666666667,0.04,4,60.16666666666667
24,60,0.8041666666666667,0.6233333333333333,0.04,4,62.33333333333333
25,60,0.784,0.6316666666666667,0.04,4,63.16666666666667
26,60,0.7807692307692308,0.65,0.04,4,65.0
27,60,0.774074074074074,0.6683333333333333,0.04,4,66.83333333333333
28,60,0.7714285714285715,0.6833333333333333,0.04,4,68.33333333333333
29,60,0.7586206896551724,0.6916666666666667,0.04,4,69.16666666666667
30,60,0.7466666666666667,0.7033333333333334,0.04,4,70.33333333333334
1,60,1.0,0.07666666666666666,0.08,4,7.666666666666666
2,60,1.0,0.15666666666666668,0.08,4,15.666666666666668
3,60,1.0,0.22833333333333333,0.08,4,22.833333333333332
4,60,1.0,0.285,0.08,4,28.499999999999996
5,60,1.0,0.345,0.08,4,34.5
6,60,0.9833333333333333,0.4,0.08,4,40.0
7,60,0.9857142857142858,0.45166666666666666,0.08,4,45.166666666666664
8,60,0.975,0.49166666666666664,0.08,4,49.166666666666664
9,60,0.9777777777777777,0.5383333333333333,0.08,4,53.833333333333336
10,60,0.97,0.5766666666666667,0.08,4,57.666666666666664
11,60,0.9636363636363636,0.6233333333333333,0.08,4,62.33333333333333
12,60,0.9583333333333334,0.6516666666666666,0.08,4,65.16666666666666
13,60,0.9461538461538461,0.6816666666666666,0.08,4,68.16666666666666
14,60,0.9357142857142857,0.705,0.08,4,70.5
15,60,0.9133333333333333,0.7216666666666667,0.08,4,72.16666666666667
16,60,0.89375,0.755,0.08,4,75.5
17,60,0.8764705882352941,0.7716666666666666,0.08,4,77.16666666666666
18,60,0.8722222222222222,0.795,0.08,4,79.5
19,60,0.8578947368421053,0.8133333333333334,0.08,4,81.33333333333333
20,60,0.85,0.8316666666666667,0.08,4,83.16666666666667
21,60,0.8380952380952381,0.8516666666666667,0.08,4,85.16666666666667
22,60,0.8272727272727273,0.8616666666666667,0.08,4,86.16666666666667
23,60,0.8130434782608695,0.8733333333333333,0.08,4,87.33333333333333
24,60,0.7916666666666666,0.8783333333333333,0.08,4,87.83333333333333
25,60,0.78,0.8916666666666667,0.08,4,89.16666666666667
26,60,0.7576923076923077,0.895,0.08,4,89.5
27,60,0.7444444444444445,0.9033333333333333,0.08,4,90.33333333333333
28,60,0.725,0.91,0.08,4,91.0
29,60,0.7034482758620689,0.9116666666666666,0.08,4,91.16666666666666
30,60,0.6866666666666666,0.915,0.08,4,91.5
1,60,1.0,0.17833333333333334,0.16,4,17.833333333333336
2,60,1.0,0.3233333333333333,0.16,4,32.33333333333333
3,60,1.0,0.43833333333333335,0.16,4,43.833333333333336
4,60,1.0,0.525,0.16,4,52.5
5,60,1.0,0.62,0.16,4,62.0
6,60,1.0,0.685,0.16,4,68.5
7,60,1.0,0.7366666666666667,0.16,4,73.66666666666667
8,60,1.0,0.7783333333333333,0.16,4,77.83333333333333
9,60,0.9777777777777777,0.8183333333333334,0.16,4,81.83333333333334
10,60,0.97,0.8516666666666667,0.16,4,85.16666666666667
11,60,0.9545454545454546,0.875,0.16,4,87.5
12,60,0.9416666666666667,0.8933333333333333,0.16,4,89.33333333333333
13,60,0.9307692307692308,0.9133333333333333,0.16,4,91.33333333333333
14,60,0.9,0.925,0.16,4,92.5
15,60,0.8866666666666667,0.9416666666666667,0.16,4,94.16666666666667
16,60,0.8625,0.955,0.16,4,95.5
17,60,0.8411764705882353,0.965,0.16,4,96.5
18,60,0.8055555555555556,0.97,0.16,4,97.0
19,60,0.7736842105263158,0.975,0.16,4,97.5
20,60,0.74,0.9766666666666667,0.16,4,97.66666666666667
21,60,0.7095238095238096,0.9783333333333334,0.16,4,97.83333333333334
22,60,0.6909090909090909,0.9833333333333333,0.16,4,98.33333333333333
23,60,0.6695652173913044,0.9866666666666667,0.16,4,98.66666666666667
24,60,0.65,0.99,0.16,4,99.0
25,60,0.628,0.9916666666666667,0.16,4,99.16666666666667
26,60,0.6038461538461538,0.9916666666666667,0.16,4,99.16666666666667
