feature,cor,p_value,q_value,rank,clone,dist_cor,feature_type
Fasl,0.00608996505733083,0.6000274004056417,0.8132784915216508,77.0,M1-T2,-0.03753717687373192,expression
Fcer1a,-0.005117796271707484,0.6594636741922901,0.8272018281966842,43.0,M1-T2,-0.014110559425480864,expression
Fcer2a,0.003422543192173532,0.7682325395998618,0.8939943412060986,70.0,M1-T2,-0.06656819503577528,expression
Fcmr,-0.0016517766989301904,0.8869055611695047,0.944375148711712,51.0,M1-T2,-0.045345431845909376,expression
Fermt1,0.04998464264121322,1.6589256662921456e-05,0.00015809378198179314,132.0,M1-T2,-0.022392632409119442,expression
Fgfbp1,-0.004670940236771136,0.6875530210567821,0.8272018281966842,47.0,M1-T2,0.03439019088853277,expression
Flt3,-0.018092413316308967,0.11925345558705355,0.37896098108774795,12.0,M1-T2,-0.09358141444561016,expression
Foxp3,0.006666763759438101,0.5659502302120816,0.8012958704982938,79.0,M1-T2,-0.041872731211025825,expression
Fscn1,0.06571883709687215,1.473449741450782e-08,1.9154846638860163e-07,136.0,M1-T2,0.04767603439997197,expression
Ftcd,0.011118949751851005,0.33837049841882705,0.7012605981723518,96.0,M1-T2,-0.000508772457039793,expression
Fxyd3,-0.027404665169796952,0.018273406383230974,0.09010679699317342,10.0,M1-T2,0.03559418343775111,expression
Fzd2,-0.006257713718124471,0.5900214373242565,0.8132784915216508,37.0,M1-T2,0.051363983424569444,expression
Galnt18,0.03391148361103179,0.0034927304546932595,0.019978418200845446,127.0,M1-T2,-0.14476421271741147,expression
Gata2,0.03455582402751104,0.0029184119026245967,0.018969677367059876,128.0,M1-T2,-0.10465489172305248,expression
Gjb1,-0.00971390268813201,0.4029281620201758,0.7202340896110642,28.0,M1-T2,-0.046092228567633294,expression
Gpihbp1,0.00955749037531861,0.410545065225394,0.7247894361386585,91.0,M1-T2,-0.04805723303076091,expression
Gpr39,0.026332886547061223,0.023347553840759497,0.10770000642672929,123.0,M1-T2,0.012022949419606454,expression
Grm6,0.0031575092264861434,0.7857238709387507,0.9061170447116239,68.0,M1-T2,-0.002619355591386419,expression
Gzma,0.024771462694692638,0.03290898200957666,0.13445669792484177,119.0,M1-T2,-0.007058818442725845,expression
Gzmb,-0.010284815424592164,0.3758528690905439,0.709102012100351,26.0,M1-T2,0.009652086581875507,expression
Havcr2,0.012099200049544526,0.29750458533583796,0.6453703937682939,99.0,M1-T2,-0.09468419372637896,expression
Hoxa10,0.001788037495101204,0.8776466659211168,0.944375148711712,63.0,M1-T2,0.13208164305130607,expression
Hpd,0.02075986618929961,0.07383215820362114,0.27784206902941644,116.0,M1-T2,0.0010767562760827416,expression
Htr1b,-0.000898171245957629,0.9383577860864425,0.9600946608049638,54.0,M1-T2,-0.002837033368248297,expression
Ibsp,-0.005732627461398571,0.6215936917026426,0.8132784915216508,42.0,M1-T2,-0.02227444607756881,expression
Ifng,0.007884306838638383,0.4972248947509085,0.7559153575512526,84.0,M1-T2,-0.019009947679889925,expression
Ighd,0.012298267703005515,0.28962637517682693,0.6453703937682939,100.0,M1-T2,-0.06464617830884326,expression
Inava,0.0026341650118564923,0.8205742578606536,0.9239536919218383,66.0,M1-T2,0.0764175024221261,expression
Itgax,0.025633716353834428,0.027281321036812797,0.11821905782618877,121.0,M1-T2,-0.08314336892998815,expression
Itk,-0.010872033123141542,0.34920727463402723,0.7016189244199696,22.0,M1-T2,-0.06966023769824221,expression
Klhl14,-0.010718719556286012,0.35604560542442576,0.7016189244199696,24.0,M1-T2,-0.012288202398193004,expression
Klrb1c,-0.010753496719124265,0.354487064395347,0.7016189244199696,23.0,M1-T2,-0.01452028830095186,expression
Klrk1,0.01154309179829758,0.32026534458222694,0.6806542708850789,98.0,M1-T2,-0.06967591245791113,expression
Krt79,0.004854256418055546,0.6759748164349384,0.8272018281966842,74.0,M1-T2,-0.013334411353881073,expression
Ldb2,-0.00576746788279088,0.6194762118733994,0.8132784915216508,40.0,M1-T2,-0.1154640345382404,expression
Mat1a,0.02656075517361607,0.02217661223633201,0.10570851832651593,124.0,M1-T2,-0.051607260243520275,expression
Mmp12,-0.01393260141519826,0.23026416000379446,0.6062638877316965,14.0,M1-T2,0.0254575797669779,expression
Mrc1,5.0585303890473676e-05,0.9965248408506383,0.9965248408506383,57.0,M1-T2,-0.05035469432425012,expression
Ms4a1,-0.00087488594696398,0.9399528147740904,0.9600946608049638,55.0,M1-T2,-0.05091990865471749,expression
Ms4a2,-0.012963515799154163,0.26432479074098775,0.6394333841541311,18.0,M1-T2,-0.021459958317404822,expression
Ms4a4b,0.008329378220374894,0.47325937812230545,0.7436933084779086,86.0,M1-T2,-0.0449506148926129,expression
Ms4a7,0.008550843143383433,0.46157524993904053,0.7428738627413671,88.0,M1-T2,-0.03555908986355605,expression
Ncr1,0.007451666849869389,0.5211264562085153,0.762773862695439,82.0,M1-T2,-0.013757530158165639,expression
Nes,0.08039986987552641,4.097104802728255e-12,7.323574834876756e-11,138.0,M1-T2,0.022486510699374396,expression
Pacsin1,-0.005006435283078654,0.6664209555269505,0.8272018281966842,45.0,M1-T2,-0.07680946182597526,expression
Pax5,-0.01994474012655291,0.08589761548814726,0.29959412231231847,11.0,M1-T2,-0.05895027240861221,expression
Plcb1,-0.007948968598770229,0.49370342776907705,0.7559153575512526,34.0,M1-T2,-0.11877748449823908,expression
Pld4,-0.013333992401582152,0.25091480267356825,0.6294880137249168,16.0,M1-T2,-0.14820438521382934,expression
Pou2af1,0.010671490111419706,0.3581691012773272,0.7016189244199696,95.0,M1-T2,-0.08431770691076836,expression
Prdm1,0.010263020497942841,0.37686540503235433,0.709102012100351,94.0,M1-T2,-0.0157706503042399,expression
Prex2,0.025178018210615,0.030142448820497273,0.12677559356856205,120.0,M1-T2,-0.09034691983795487,expression
Prss34,0.020226786163061942,0.08155420830646452,0.2915562946956107,114.0,M1-T2,-0.0233753466133884,expression
Ptprb,0.0016503804936291964,0.887000515199696,0.944375148711712,61.0,M1-T2,-0.1119159721474002,expression
Ptpro,0.007148003565769419,0.5382489922122308,0.7774707665287778,80.0,M1-T2,-0.027794090521947916,expression
Rassf4,-0.006164039292624101,0.5955995135666081,0.8132784915216508,38.0,M1-T2,-0.08169165600800232,expression
Retnlg,0.01146221862952447,0.32366776517612145,0.6806542708850789,97.0,M1-T2,-0.014803367926874365,expression
Robo4,-0.013107939471774537,0.2590395385001692,0.6386664483711069,17.0,M1-T2,-0.046379008971514125,expression
Sdc1,0.03217640692223981,0.005585691899961132,0.030721305449786226,126.0,M1-T2,0.06523525856573191,expression
Shank3,-0.004870859343236401,0.6749299033318933,0.8272018281966842,46.0,M1-T2,-0.13521924070513222,expression
Siglech,-0.0015836156151553772,0.8915429725600078,0.944375148711712,52.0,M1-T2,-0.0587657125410409,expression
Skap1,-0.010358406931925782,0.3724464233633636,0.709102012100351,25.0,M1-T2,-0.05943045447482236,expression
Slc7a2,0.0181794210670019,0.1174872448784212,0.37896098108774795,111.0,M1-T2,-0.05073946344278772,expression
Slc8a1,-0.012759472044797751,0.2719178136348083,0.6394333841541311,19.0,M1-T2,-0.15440445719866217,expression
Sox17,-0.008350098456131846,0.47215935936855885,0.7436933084779086,33.0,M1-T2,-0.021559654411244637,expression
Stxbp6,0.02038780376304853,0.0791555874780624,0.2902371540862288,115.0,M1-T2,-0.08440329978929834,expression
Themis,0.009975410426858447,0.39038409905437405,0.7157041815996859,93.0,M1-T2,-0.05037103909080122,expression
Tmem252,0.0012617937416456752,0.913485963284036,0.9530855074137998,59.0,M1-T2,-0.08326452299031083,expression
Tmprss11e,0.06594597001850122,1.3139025105216713e-08,1.87888059004599e-07,137.0,M1-T2,0.0434181231887388,expression
Tppp3,-0.012631655391482097,0.27674956404197537,0.6394333841541311,20.0,M1-T2,0.01824754305897633,expression
Trdc,-0.0004807833066720786,0.9669799984625052,0.9792961556587007,56.0,M1-T2,-0.02562827994339605,expression
Tspan7,0.013847050756731115,0.23313910796082862,0.6062638877316965,104.0,M1-T2,-0.10229649903567363,expression
Vcan,0.03169843046909938,0.006333927832544636,0.033546358520514186,125.0,M1-T2,-0.04789354966829258,expression
Wnt7b,-0.038579689984715046,0.0008905066198734953,0.006702234033784728,5.0,M1-T2,0.16226781030321194,expression
Xcr1,0.0098064479914023,0.3984615700918147,0.7202340896110642,92.0,M1-T2,-0.052318383243992836,expression
Zbtb7b,-0.03393588928892616,0.003469226401151391,0.019978418200845446,8.0,M1-T2,0.1350922059967004,expression
ARG1 macrophage,0.13272348689939217,1.6913432230829952e-30,9.978246311531695e-29,143.0,M1-T2,-0.1029097496799531,subtype_density
CD11c macrophage,-0.03405574879759127,0.003355870526288003,0.019978418200845446,7.0,M1-T2,-0.2777026167203077,subtype_density
ALOX15 macrophage,0.015607274019706945,0.17898252941492185,0.5018529746339965,106.0,M1-T2,-0.09957612459282644,subtype_density
Exhausted CD8 T cell,-0.010092632925850886,0.3848390230284288,0.7147010427670821,27.0,M1-T2,-0.3151468314444958,subtype_density
CD4 T cell,0.015775389002613237,0.1743456487210265,0.5018529746339965,108.0,M1-T2,-0.3430412159762206,subtype_density
Treg,0.005666868337043437,0.6255988396320391,0.8132784915216508,76.0,M1-T2,-0.3080982940696076,subtype_density
B cell,0.060090709001042825,2.2356793103201212e-07,2.664184511464811e-06,135.0,M1-T2,-0.3223220554828054,subtype_density
cDC,0.1215852503280879,7.961328970414514e-26,2.846175106923189e-24,141.0,M1-T2,-0.507485956946125,subtype_density
Neutrophil,0.09201665147571549,2.027739721600165e-15,4.1423825741260515e-14,139.0,M1-T2,-0.16514764758145378,subtype_density
NK,-0.029150894096553095,0.01205690128893859,0.06157631729707923,9.0,M1-T2,-0.1847912752508363,subtype_density
pDC,0.058516119592586374,4.591105803611611e-07,5.050216383972772e-06,134.0,M1-T2,-0.3355126317724671,subtype_density
Endothelial,-0.049819745477239885,1.768881476719364e-05,0.00015809378198179314,4.0,M1-T2,-0.3523653670726078,subtype_density
Cancer fibroblast,0.13251199650875828,2.0933383870346214e-30,9.978246311531695e-29,142.0,M1-T2,-0.22999097912987548,subtype_density
Alveolar fibroblast 1,-0.03836946165598838,0.0009501294224532328,0.006793425370540614,6.0,M1-T2,-0.1724065753250956,subtype_density
Alveolar fibroblast 2,-0.09317039796264912,9.011735932290473e-16,2.1477970638625624e-14,2.0,M1-T2,-0.12997491427541397,subtype_density
AT1/AT2,0.025869178090278534,0.0258970179753668,0.11572729907742038,122.0,M1-T2,-0.47841061408181834,subtype_density
Club cell,0.05248087827295466,6.131363804694447e-06,6.262750171937898e-05,133.0,M1-T2,-0.35050022526336344,subtype_density
tumor_boundary_dist,-0.18695474554428382,2.60771545405415e-59,3.729033099297435e-57,1.0,M1-T2,1.0,distance
lung_boundary_dist,0.012440780102752905,0.28407341124287694,0.644801552503673,101.0,M1-T2,0.0,distance
Aldob,-0.02581598548726146,0.07904501458163762,0.2825859271293545,17.0,M1-T4,0.01299376457384523,expression
Alox15,-0.01599530475915436,0.27657554292857683,0.5273373685171532,37.0,M1-T4,-0.031429707595537835,expression
Ankrd1,-0.005776414936696456,0.6943891579089818,0.8377403916876837,59.0,M1-T4,0.10527911854917202,expression
Apoa5,-0.018994084769632887,0.19633518000465985,0.4528375925913929,30.0,M1-T4,-0.001480346330373961,expression
Arg1,-0.011935025357706654,0.41688918365659766,0.6439465012867447,41.0,M1-T4,-0.04862962973454792,expression
Arhgef37,-0.02641058644820048,0.07238029067223518,0.2782954980677323,15.0,M1-T4,-0.03565218945386134,expression
Asprv1,0.02303219421098876,0.11715668512378068,0.3161019994849177,114.0,M1-T4,0.05277457447585764,expression
Azgp1,0.008173213114279787,0.5782532392053258,0.7505511230978222,88.0,M1-T4,-0.006079452761904044,expression
Batf3,0.025878906527755183,0.07831694741540293,0.2825859271293545,121.0,M1-T4,-0.048524704745505805,expression
Bcl11b,0.0008933109302567081,0.9515490928604639,0.9719394305646166,72.0,M1-T4,-0.05610908817823894,expression
C1qa,-0.01464065306474276,0.3193051128133303,0.5833623240213044,39.0,M1-T4,-0.07710819318460874,expression
C1qb,-0.021101623399485916,0.15115661173839504,0.3602565913098415,28.0,M1-T4,-0.08678846274838868,expression
C1qc,-0.006073565883102639,0.6795202189385953,0.8375255366963957,57.0,M1-T4,-0.06076437410293943,expression
Camk4,0.005651691720506304,0.7006657081400645,0.8377403916876837,84.0,M1-T4,0.05472918474964336,expression
Ccl24,0.014551022224287651,0.3222770880956856,0.5833623240213044,104.0,M1-T4,-0.025439208713916844,expression
Ccr2,0.01617849166925249,0.27111136206112235,0.5239043888478445,106.0,M1-T4,-0.1119763242245188,expression
Ccr4,-0.01028202180446445,0.4843114890567702,0.665928297453059,51.0,M1-T4,0.018690739645645316,expression
Ccr9,-0.023159288385229085,0.11514832815236481,0.3161019994849177,23.0,M1-T4,-0.04592741887599406,expression
Cd200r3,0.0030728253768625164,0.8344411364862229,0.9039778978600748,75.0,M1-T4,-0.016554306344658747,expression
Cd22,-0.022437036523121612,0.12692944212878826,0.33001654953484943,25.0,M1-T4,-0.08174146853254777,expression
Cd247,-0.017708616503144783,0.22835549429432536,0.4867522938364356,33.0,M1-T4,-0.05574149505878564,expression
Cd28,0.025520071471745252,0.08254321067832555,0.28518035516669404,120.0,M1-T4,-0.03568326176368335,expression
Cd300e,0.023209981695891058,0.1143548585566786,0.3161019994849177,115.0,M1-T4,-0.005704694033632773,expression
Cd3g,0.0037269819651764733,0.7998786498959036,0.8874630820438124,78.0,M1-T4,-0.06140952491365784,expression
Cd4,-0.010609487963882266,0.4705032369426065,0.6532229406096381,50.0,M1-T4,-0.06745810002803222,expression
Cd79a,-0.02654107893373367,0.0709809607831469,0.2782954980677323,14.0,M1-T4,-0.06547055297319744,expression
Cd8a,0.000510443811468966,0.9723033609673003,0.9791505677346757,70.0,M1-T4,-0.06132462835192082,expression
Cd8b1,-0.021289395009130695,0.14755153922160602,0.3602565913098415,27.0,M1-T4,-0.032121623879348665,expression
Cd96,0.016975787295214533,0.24819332821086182,0.5017011460466794,108.0,M1-T4,-0.05089305683147399,expression
Chil1,0.010901891959347598,0.45835938133555065,0.6439465012867447,91.0,M1-T4,-0.05611647739353209,expression
Chst3,-0.010878642429192991,0.4593184834353004,0.6439465012867447,49.0,M1-T4,-0.03388940380440027,expression
Cldn4,0.02157879672801797,0.14212440459856834,0.3565577167999171,113.0,M1-T4,0.09940915253212991,expression
Cldn5,0.017797323636306393,0.22603302358506142,0.4867522938364356,111.0,M1-T4,-0.06724232940370599,expression
Clec14a,-0.030177848231208046,0.040061335560087126,0.18479906403524063,11.0,M1-T4,0.14134977145635072,expression
Col5a2,0.011101624363423613,0.45016632061131584,0.6439465012867447,92.0,M1-T4,-0.1392641259329175,expression
Col6a6,0.027020114667947938,0.06603293718867109,0.2697917147994276,122.0,M1-T4,-0.019010146441340643,expression
Cpa3,0.03027717040297169,0.03941036847523797,0.18479906403524063,124.0,M1-T4,-0.01756983052412144,expression
Cr2,-0.00413230950352819,0.7786534905210293,0.8837099138452951,62.0,M1-T4,-0.0172147269109194,expression
Csrp3,-0.011175580260434392,0.4471538103798734,0.6439465012867447,47.0,M1-T4,-0.010484092992391189,expression
Cxcl14,-0.01812056502796529,0.21771284013544595,0.48645212717763703,32.0,M1-T4,-0.10782624716732993,expression
Cxcl3,-0.00901458921315781,0.539763798322403,0.7237498530625255,52.0,M1-T4,0.05986819550675555,expression
Cxcr2,-0.022290419226087484,0.12943173629799193,0.3305131837609437,26.0,M1-T4,0.020147683485032975,expression
Cyp11a1,0.041372809117851565,0.004872916669259848,0.05360208336185832,133.0,M1-T4,-0.0163945890513552,expression
Cyp2j5,-0.008862875906985796,0.5466082806346346,0.7237498530625255,54.0,M1-T4,0.0014989597408098672,expression
Cyp4b1,0.013018342681012929,0.37587402631276895,0.6398807828895948,100.0,M1-T4,0.014692706721654573,expression
Dab2,-0.029868842481881396,0.04214518971519324,0.1883363165397698,12.0,M1-T4,-0.08722277962904051,expression
Ebf1,-0.005011258471529199,0.7332091117451729,0.8594172375373748,60.0,M1-T4,-0.06871930450226171,expression
Enpp1,0.014099223447207244,0.33753153977406486,0.6033376273461409,103.0,M1-T4,-0.02754113832637555,expression
Eomes,0.0005706909332683771,0.9690359115331058,0.9791505677346757,71.0,M1-T4,-0.03083266718052866,expression
Fasl,-0.010932877915612017,0.45708287916511586,0.6439465012867447,48.0,M1-T4,-0.042064144659702214,expression
Fcer1a,-0.0016652456296294355,0.9098185708942167,0.9370823348860506,67.0,M1-T4,-0.010749709067129062,expression
Fcer2a,0.016943424105534136,0.2490963732119877,0.5017011460466794,107.0,M1-T4,-0.035742882180396174,expression
Fcmr,-0.004743677158794471,0.7469534671901532,0.8684093155137554,61.0,M1-T4,-0.029558435051135385,expression
Fermt1,0.05842176535044461,6.974591035508361e-05,0.0014248093115395652,138.0,M1-T4,-0.03208761815650717,expression
Fgfbp1,0.023823031073386212,0.10509616312178657,0.30931782431692945,116.0,M1-T4,0.02216123178822653,expression
Flt3,0.00444324124148998,0.7624816427829151,0.8722789993436548,80.0,M1-T4,-0.10067823467507807,expression
Foxp3,0.0072070736174121314,0.6239783440995107,0.7896363115595578,86.0,M1-T4,-0.04829428924429476,expression
Fscn1,-0.026266399259930188,0.0739526498361806,0.2782954980677323,16.0,M1-T4,0.03343213964490405,expression
Ftcd,0.0056054315225824705,0.7029989300875668,0.8377403916876837,83.0,M1-T4,-0.006122232597193206,expression
Fxyd3,-0.0059588074500291025,0.6852481663879602,0.8375255366963957,58.0,M1-T4,-0.00087551354306259,expression
Fzd2,-0.006830806731712586,0.6421994326020417,0.7985610335834085,56.0,M1-T4,0.000612057947456055,expression
Galnt18,0.007720799591970506,0.5994691136683132,0.7653936004872214,87.0,M1-T4,-0.07396356795580938,expression
Gata2,0.0028905807146639246,0.8441303744519735,0.9075988236588888,74.0,M1-T4,-0.026402428288950817,expression
Gjb1,0.01703648095159345,0.24650594464254366,0.5017011460466794,109.0,M1-T4,-0.02623620577563839,expression
Gpihbp1,-0.02376202320945616,0.1059900237169898,0.30931782431692945,21.0,M1-T4,-0.025346592663548176,expression
Gpr39,0.056904684264944036,0.00010719387609976377,0.0017031915869184686,136.0,M1-T4,0.014340437114884131,expression
Grm6,-0.03420566929282563,0.019949558588544063,0.1296721308255364,7.0,M1-T4,-0.0006482576490959542,expression
Gzma,-0.014706962627658623,0.31711799881668545,0.5833623240213044,38.0,M1-T4,-0.01444419005410298,expression
Gzmb,-0.023360694162017782,0.1120212446183729,0.3161019994849177,22.0,M1-T4,-0.0026245772040151515,expression
Havcr2,0.03707279310922332,0.011652447343647346,0.09785315622589669,130.0,M1-T4,-0.09102037161971209,expression
Hoxa10,0.02111939280831479,0.15081260491185203,0.3602565913098415,112.0,M1-T4,0.05004312065920656,expression
Hpd,0.013589481703641717,0.35528995520850676,0.6195910194489813,101.0,M1-T4,-0.006727575331589402,expression
Htr1b,-0.008973360894938411,0.541619544970702,0.7237498530625255,53.0,M1-T4,-0.0016765586671168618,expression
Ibsp,0.03160026812374516,0.031560282862630795,0.18476981661806963,127.0,M1-T4,-0.012418834359522438,expression
Ifng,-0.0270584363631619,0.06564969600404368,0.2697917147994276,13.0,M1-T4,-0.007533087007271518,expression
Ighd,0.01257970631880015,0.39217198376221574,0.6439465012867447,99.0,M1-T4,-0.03880072413100539,expression
Inava,0.03140502346016938,0.032626810392580516,0.18476981661806963,126.0,M1-T4,0.042962377989496404,expression
Itgax,0.03243807301480052,0.02731643996039776,0.16983699627551652,128.0,M1-T4,-0.10762745492590196,expression
Itk,0.014909861990184611,0.31048683748210226,0.5833623240213044,105.0,M1-T4,-0.06745713638324728,expression
Klhl14,-0.011504286498566836,0.4339038522153324,0.6439465012867447,44.0,M1-T4,0.007591792768629957,expression
Klrb1c,-0.03678531400784373,0.012317180503959024,0.09785315622589669,4.0,M1-T4,-0.007067416584692186,expression
Klrk1,-0.02519053343916007,0.08658545502862026,0.28518035516669404,18.0,M1-T4,-0.07716419922293825,expression
Krt79,0.011627017985420575,0.42901538648154913,0.6439465012867447,95.0,M1-T4,0.00042468281902516053,expression
Ldb2,0.050526070022136854,0.0005840875057038643,0.008352451331565258,135.0,M1-T4,-0.06475344463181412,expression
Mat1a,-0.034362565982946985,0.019388467980617902,0.1296721308255364,6.0,M1-T4,-0.048419502449209,expression
Mmp12,0.011892493574574906,0.41855152773435583,0.6439465012867447,98.0,M1-T4,0.059816424240395766,expression
Mrc1,-0.030248399556568904,0.03959800528154878,0.18479906403524063,10.0,M1-T4,-0.059757568485170436,expression
Ms4a1,0.01165474569916505,0.42791542487493694,0.6439465012867447,96.0,M1-T4,-0.04723755757136248,expression
Ms4a2,0.013808227938015153,0.3475982605353188,0.6136611266240812,102.0,M1-T4,-0.017161846903471223,expression
Ms4a4b,-0.00023761640299343675,0.9871049253069719,0.9871049253069719,69.0,M1-T4,-0.03824693098816685,expression
Ms4a7,-0.01619068469193681,0.27075030614891,0.5239043888478445,36.0,M1-T4,-0.03782252123444777,expression
Ncr1,0.007057066078015801,0.6312158885321203,0.7917883514043264,85.0,M1-T4,-0.024684549913169485,expression
Nes,0.06346142087734902,1.5539501243869617e-05,0.0003703581129788925,139.0,M1-T4,-0.018326695650140612,expression
Pacsin1,-0.008079996990140115,0.5825956270199879,0.7505511230978222,55.0,M1-T4,-0.07636892161032321,expression
Pax5,-0.01853222766478604,0.2074384514551658,0.4708523580649001,31.0,M1-T4,-0.04221896083017176,expression
Plcb1,0.036454249133341346,0.01312411946026172,0.09877626751670662,129.0,M1-T4,-0.07061042916076722,expression
Pld4,-0.0016457442232781568,0.9108702416025247,0.9370823348860506,68.0,M1-T4,-0.17018945691779028,expression
Pou2af1,-0.022741488605538252,0.12185377613449587,0.32268685161542426,24.0,M1-T4,-0.07352167477417974,expression
Prdm1,-0.011916304174333307,0.4176204163338527,0.6439465012867447,42.0,M1-T4,-0.04932323516049399,expression
Prex2,0.024132519686293655,0.10065344345836261,0.30931782431692945,118.0,M1-T4,-0.03232344814697342,expression
